species,scheme,metric,FINAL_lower,FINAL_upper,WARN_lower,WARN_upper,source,engine_severity,lower,upper,ml_lower,ml_upper,auto_lower,auto_upper,refseq_lower,refseq_upper
Vibrio cholerae,qualibact-v1.0,Genome_Size,3800000,4500000,3900000,4200000,computed,warn,3800000,4500000,3853630.26,4476429,3853630.26,4234368.32,3920261.5,4476032.625
Vibrio cholerae,qualibact-v1.0,GC_Content,47.09,47.81,47.36,47.69,computed,warn,47.09,47.81,47.0911,47.806,47.202555999999994,47.752155,47.092325,47.7829875
Vibrio cholerae,qualibact-v1.0,Total_Coding_Sequences,3400,4200,3400,3800,computed,warn,3400,4200,3422,4183,3422,3852,3560.625,4183
Vibrio cholerae,qualibact-v1.0,Completeness_Specific,95,,100,100,computed,warn,95,,95.72,100,100,100,95.77250000000001,99.64
Vibrio cholerae,qualibact-v1.0,Contamination,,5,0,1,computed,warn,,5,0,4.91,0,0.33,0.21875,4.69125
Vibrio cholerae,qualibact-v1.0,N50,81000,,108000,555239.11,computed,warn,81000,,81709.2,555239.11,81709.2,555239.11,,
Vibrio cholerae,qualibact-v1.0,no_of_contigs,,230,62,180,computed,warn,,230,62,221,62,221,,
Vibrio cholerae,qualibact-v1.0,longest,,,244691.85,931391.3,computed,warn,,,244691.85,931391.3,244691.85,931391.3000000002,,
Vibrio diabolicus,qualibact-v1.0,Genome_Size,4900000,5600000,4900000,5400000,computed,warn,4900000,5600000,4984143.5,5502567,4984143.5,5401775.5600000005,5109651.92,5499128.415
Vibrio diabolicus,qualibact-v1.0,GC_Content,44.53,44.95,44.62,44.92,computed,warn,44.53,44.95,44.5343,44.9424,44.606274,44.942438,44.546576,44.903943500000004
Vibrio diabolicus,qualibact-v1.0,Total_Coding_Sequences,4400,5100,4400,4900,computed,warn,4400,5100,4455.92,5012,4455.92,4921.8,4640.63,5011.19
Vibrio diabolicus,qualibact-v1.0,Completeness_Specific,97,,100,100,computed,warn,97,,97.66,100,99.99,100,97.7419,99.99775
Vibrio diabolicus,qualibact-v1.0,Contamination,,3,0,1,computed,warn,,3,0,2.78,0,0.27480000000000077,0.1204,2.6931999999999996
Vibrio diabolicus,qualibact-v1.0,N50,104000,,112000,883789.88,computed,warn,104000,,104967.36,883789.88,104967.36,883789.8800000001,,
Vibrio diabolicus,qualibact-v1.0,no_of_contigs,,150,46.98,140,computed,warn,,150,46.98,146.06,46.98,146.06000000000003,,
Vibrio diabolicus,qualibact-v1.0,longest,,,268226.6,1895565.4,computed,warn,,,268226.6,1895565.4,268226.6,1895565.4000000001,,
Vibrio fluvialis,qualibact-v1.0,Genome_Size,4400000,5400000,4500000,4900000,computed,warn,4400000,5400000,4439266.72,5386988,4439266.72,4912444.24,4644818.36,5353180.56
Vibrio fluvialis,qualibact-v1.0,GC_Content,49.35,50.33,49.77,50.27,computed,warn,49.35,50.33,49.3524,50.321,49.690888,50.321024,49.389232,50.264964000000006
Vibrio fluvialis,qualibact-v1.0,Total_Coding_Sequences,4100,5200,4200,4600,computed,warn,4100,5200,4110.52,5126,4110.52,4643.24,4331.96,5087.36
Vibrio fluvialis,qualibact-v1.0,Completeness_Specific,94,,100,100,computed,warn,94,,94.03,100,100,100,94.2916,99.9944
Vibrio fluvialis,qualibact-v1.0,Contamination,,3,0.09,1,computed,warn,,3,0.09,2.81,0.09,1.2040000000000004,0.97,2.7292
Vibrio fluvialis,qualibact-v1.0,N50,110000,,133000,764088.88,computed,warn,110000,,110954.64,764088.88,110954.64,764088.88,,
Vibrio fluvialis,qualibact-v1.0,no_of_contigs,,150,36.32,140,computed,warn,,150,36.32,142.36,36.32,142.36,,
Vibrio fluvialis,qualibact-v1.0,longest,,,309572.56,1565858.36,computed,warn,,,309572.56,1565858.36,309572.56,1565858.36,,
Vibrio mediterranei,qualibact-v1.0,Genome_Size,5700000,6000000,5700000,5800000,computed,warn,5700000,6000000,5708284.16,5976027,5708284.16,5766395.32,5812995.255,5975207.745
Vibrio mediterranei,qualibact-v1.0,GC_Content,43.99,44.16,43.99,44.01,computed,warn,43.99,44.16,43.9937,44.1559,43.993700999999994,44.005398,44.037694,44.155306
Vibrio mediterranei,qualibact-v1.0,Total_Coding_Sequences,5200,5600,5200,5300,computed,warn,5200,5600,5212,5576,5212.005,5305.925,5368.045,5574.955
Vibrio mediterranei,qualibact-v1.0,Completeness_Specific,99,,100,100,computed,warn,99,,99.53,100,100,100,99.53015,99.55985
Vibrio mediterranei,qualibact-v1.0,Contamination,,3,0.71,1,computed,warn,,3,0.71,2.38,0.71,0.8097000000000003,2.23075,2.37925
Vibrio mediterranei,qualibact-v1.0,N50,412000,,412000,548654,computed,warn,412000,,412645,548654,412645,548654,,
Vibrio mediterranei,qualibact-v1.0,no_of_contigs,,140,49,130,computed,warn,,140,49,132,49.005,131.995,,
Vibrio mediterranei,qualibact-v1.0,longest,,,893491.08,994367,computed,warn,,,893491.08,994367,893491.085,994367,,
Vibrio metschnikovii,qualibact-v1.0,Genome_Size,3600000,4100000,3600000,4100000,computed,warn,3600000,4100000,3620999,4073104.51,3650534.18,4073104.5100000002,3623967.975,4025105.125
Vibrio metschnikovii,qualibact-v1.0,GC_Content,43.93,44.45,43.94,44.37,computed,warn,43.93,44.45,43.935,44.4439,43.935049,44.392882,44.1254075,44.44194
Vibrio metschnikovii,qualibact-v1.0,Total_Coding_Sequences,3200,3800,3200,3800,computed,warn,3200,3800,3224.73,3751.89,3224.73,3751.89,3294.3,3720.025
Vibrio metschnikovii,qualibact-v1.0,Completeness_Specific,95,,99,100,computed,warn,95,,95.2,100,99.99,100,95.2325,97.03
Vibrio metschnikovii,qualibact-v1.0,Contamination,,2,0.01,1,computed,warn,,2,0.01,1.24,0.0073,0.8027000000000002,0.71775,1.2385
Vibrio metschnikovii,qualibact-v1.0,N50,74000,,84000,507943.54,computed,warn,74000,,74990.12,507943.54,74990.12,507943.5400000002,,
Vibrio metschnikovii,qualibact-v1.0,no_of_contigs,,460,100.38,350,computed,warn,,460,100.38,458.24,100.38,458.2400000000001,,
Vibrio metschnikovii,qualibact-v1.0,longest,,,232861.98,1097069.3,computed,warn,,,232861.98,1097069.3,232861.98,1097069.3000000003,,
Vibrio parahaemolyticus,qualibact-v1.0,Genome_Size,4900000,6100000,4900000,5400000,computed,warn,4900000,6100000,4941768.43,6093178,4941768.43,5461798.3,5002004.26,6014084.579999999
Vibrio parahaemolyticus,qualibact-v1.0,GC_Content,44.06,45.54,45.11,45.39,computed,warn,44.06,45.54,44.0662,45.5355,45.029848,45.436141,44.152632,45.532613999999995
Vibrio parahaemolyticus,qualibact-v1.0,Total_Coding_Sequences,4400,5900,4400,5000,computed,warn,4400,5900,4447.02,5897,4447.02,5038,4562.44,5835.579999999999
Vibrio parahaemolyticus,qualibact-v1.0,Completeness_Specific,96,,100,100,computed,warn,96,,96.27,100,100,100,96.3662,99.91
Vibrio parahaemolyticus,qualibact-v1.0,Contamination,,7,0,1,computed,warn,,7,0,6.34,0,0.36,0.5844,5.2595999999999865
Vibrio parahaemolyticus,qualibact-v1.0,N50,94000,,132000,863504.88,computed,warn,94000,,94027.96,863504.88,94027.96,863504.8799999992,,
Vibrio parahaemolyticus,qualibact-v1.0,no_of_contigs,,170,47,150,computed,warn,,170,47,169.98,47,169.97999999999956,,
Vibrio parahaemolyticus,qualibact-v1.0,longest,,,285613.27,1836183.33,computed,warn,,,285613.27,1836183.33,285613.27,1836183.3299999994,,
Vibrio vulnificus,qualibact-v1.0,Genome_Size,4700000,6100000,4700000,5300000,computed,warn,4700000,6100000,4754751,6067960,4754751,5385200.88,4957163.05,6060617.35
Vibrio vulnificus,qualibact-v1.0,GC_Content,45.35,46.95,46.43,46.89,computed,warn,45.35,46.95,45.3513,46.9411,46.366602,46.94108,45.356595,46.92447
Vibrio vulnificus,qualibact-v1.0,Total_Coding_Sequences,4200,5800,4200,4800,computed,warn,4200,5800,4223.26,5770,4223.26,4918.019999999999,4402.3,5765.8
Vibrio vulnificus,qualibact-v1.0,Completeness_Specific,97,,100,100,computed,warn,97,,97.12,100,100,100,97.1215,99.63
Vibrio vulnificus,qualibact-v1.0,Contamination,,6,0,1,computed,warn,,6,0,5.02,0,0.6,0.4335,4.9855
Vibrio vulnificus,qualibact-v1.0,N50,65000,,94000,667407.04,computed,warn,65000,,65487,667407.04,65487,667407.0399999975,,
Vibrio vulnificus,qualibact-v1.0,no_of_contigs,,300,69.84,260,computed,warn,,300,69.84,295.64,69.84,295.6399999999994,,
Vibrio vulnificus,qualibact-v1.0,longest,,,212168.06,1759950.08,computed,warn,,,212168.06,1759950.08,212168.06,1759950.08,,
Wolbachia pipientis,qualibact-v1.0,Genome_Size,1100000,1800000,1100000,1300000,computed,warn,1100000,1800000,1121812,1713404,1169693.1,1330306.1,1140015,1712152.375
Wolbachia pipientis,qualibact-v1.0,GC_Content,33.66,35.51,35.14,35.26,computed,warn,33.66,35.51,33.6673,35.5071,35.028065,35.50714250000001,33.676562499999996,35.3377375
Wolbachia pipientis,qualibact-v1.0,Total_Coding_Sequences,1100,1700,1100,1300,computed,warn,1100,1700,1140.32,1649,1140.325,1314.4,1242.5,1646.875
Wolbachia pipientis,qualibact-v1.0,Completeness_Specific,97,,99,99.86,computed,warn,97,,97.38,99.86,99.519,99.857,97.5025,99.45
Wolbachia pipientis,qualibact-v1.0,Contamination,,2,0.18,2,computed,warn,,2,0.18,1.24,0.52625,1.2435000000000003,0.1863,1.09
Wolbachia pipientis,qualibact-v1.0,N50,13000,,15000,33917,computed,warn,13000,,13524.88,33917,13524.875,33917,,
Wolbachia pipientis,qualibact-v1.0,no_of_contigs,,210,100,160,computed,warn,,210,100,208.53,100,208.52500000000026,,
Wolbachia pipientis,qualibact-v1.0,longest,,,38316.07,108605.7,computed,warn,,,38316.07,108605.7,38316.075,108605.70000000017,,
Xanthomonas arboricola,qualibact-v1.0,Genome_Size,4700000,5400000,4700000,5300000,computed,warn,4700000,5400000,4723539.04,5321041.54,4723539.035,5321041.535,4877096.2,5308017.1
Xanthomonas arboricola,qualibact-v1.0,GC_Content,65.13,65.96,65.27,65.92,computed,warn,65.13,65.96,65.1322,65.9576,65.204847,65.9575875,65.144395,65.825125
Xanthomonas arboricola,qualibact-v1.0,Total_Coding_Sequences,3900,4700,3900,4600,computed,warn,3900,4700,3901.94,4625,3901.94,4578.525,4106.675,4622.975
Xanthomonas arboricola,qualibact-v1.0,Completeness_Specific,97,,100,100,computed,warn,97,,97.59,100,100,100,97.71825,99.76325
Xanthomonas arboricola,qualibact-v1.0,Contamination,,3,0,2,computed,warn,,3,0,2.35,0,1.39505,0.277,2.163249999999999
Xanthomonas arboricola,qualibact-v1.0,N50,53000,,84000,2886222.62,computed,warn,53000,,53687.12,2886222.62,53687.12,2886222.624999998,,
Xanthomonas arboricola,qualibact-v1.0,no_of_contigs,,230,6.99,190,computed,warn,,230,6.99,223.55,6.99,223.55499999999995,,
Xanthomonas arboricola,qualibact-v1.0,longest,,,172321.5,2886222.62,computed,warn,,,172321.5,2886222.62,172321.495,2886222.624999998,,
Xanthomonas campestris,qualibact-v1.0,Genome_Size,4800000,5400000,4900000,5200000,computed,warn,4800000,5400000,4815442,5387684,4882847.06,5252625.62,4868194.48,5292721.97
Xanthomonas campestris,qualibact-v1.0,GC_Content,64.73,65.69,64.97,65.33,computed,warn,64.73,65.69,64.7346,65.6821,64.89035100000001,65.366259,64.84227,65.404971
Xanthomonas campestris,qualibact-v1.0,Total_Coding_Sequences,4100,4800,4100,4500,computed,warn,4100,4800,4106.11,4743,4106.11,4559.45,4189.85,4661.52
Xanthomonas campestris,qualibact-v1.0,Completeness_Specific,94,,100,100,computed,warn,94,,94.13,100,100,100,94.4598,99.64
Xanthomonas campestris,qualibact-v1.0,Contamination,,4,0,1,computed,warn,,4,0,3.46,0,0.3555999999999994,0.5885,3.0429000000000004
Xanthomonas campestris,qualibact-v1.0,N50,59000,,85000,373669.52,computed,warn,59000,,59631.84,373669.52,59631.84,373669.5199999996,,
Xanthomonas campestris,qualibact-v1.0,no_of_contigs,,220,43.11,200,computed,warn,,220,43.11,213,43.11,213,,
Xanthomonas campestris,qualibact-v1.0,longest,,,193436.85,914510,computed,warn,,,193436.85,914510,193436.85,914510,,
Xanthomonas cissicola,qualibact-v1.0,Genome_Size,5000000,5500000,5000000,5500000,computed,info,5000000,5500000,5018511.21,5441271.02,5018511.21,5441271.02,,
Xanthomonas cissicola,qualibact-v1.0,GC_Content,64.5,64.81,64.52,64.8,computed,info,64.5,64.81,64.5,64.81,64.5006,64.8100715,,
Xanthomonas cissicola,qualibact-v1.0,Total_Coding_Sequences,4200,4800,4300,4800,computed,info,4200,4800,4278.44,4760.31,4278.435,4760.314999999998,,
Xanthomonas cissicola,qualibact-v1.0,Completeness_Specific,100,,100,100,computed,info,100,,100,100,100,100,,
Xanthomonas cissicola,qualibact-v1.0,Contamination,,1,0.01,1,computed,info,,1,0.01,0.29,0.01,0.2882999999999993,,
Xanthomonas cissicola,qualibact-v1.0,N50,57000,,79000,425167.42,computed,info,57000,,57325.16,425167.42,57325.16,425167.415,,
Xanthomonas cissicola,qualibact-v1.0,no_of_contigs,,300,69,250,computed,info,,300,69,290.83,69,290.8299999999999,,
Xanthomonas cissicola,qualibact-v1.0,longest,,,170646.12,667416.64,computed,info,,,170646.12,667416.64,170646.125,667416.64,,
Xanthomonas euvesicatoria,qualibact-v1.0,Genome_Size,4800000,5600000,4900000,5400000,computed,info,4800000,5600000,4878028,5500184,4911684.4,5370471.72,4885717.51,5492981.12
Xanthomonas euvesicatoria,qualibact-v1.0,GC_Content,64.43,65.06,64.58,64.98,computed,info,64.43,65.06,64.4365,65.0557,64.528768,65.055652,64.442539,65.032156
Xanthomonas euvesicatoria,qualibact-v1.0,Total_Coding_Sequences,4100,4800,4200,4600,computed,info,4100,4800,4104.8,4794,4104.8,4659.5199999999995,4197.07,4790.22
Xanthomonas euvesicatoria,qualibact-v1.0,Completeness_Specific,96,,100,100,computed,info,96,,96.35,100,100,100,96.5291,99.8891
Xanthomonas euvesicatoria,qualibact-v1.0,Contamination,,3,0.03,2,computed,info,,3,0.03,2.69,0.03,1.2564,0.03,2.6144000000000003
Xanthomonas euvesicatoria,qualibact-v1.0,N50,53000,,104000,641772.6,computed,info,53000,,53165.8,641772.6,53165.8,641772.5999999988,,
Xanthomonas euvesicatoria,qualibact-v1.0,no_of_contigs,,270,35,200,computed,info,,270,35,266.68,35,266.67999999999984,,
Xanthomonas euvesicatoria,qualibact-v1.0,longest,,,193971.12,1324402.28,computed,info,,,193971.12,1324402.28,193971.12,1324402.2799999998,,
Xanthomonas hortorum,qualibact-v1.0,Genome_Size,5000000,6000000,5000000,5700000,computed,warn,5000000,6000000,5066786.59,5974827,5066786.59,5735153.92,5122158.57,5973238.05
Xanthomonas hortorum,qualibact-v1.0,GC_Content,63.22,63.85,63.56,63.79,computed,warn,63.22,63.85,63.2298,63.8468,63.5218135,63.846768,63.241845,63.774471
Xanthomonas hortorum,qualibact-v1.0,Total_Coding_Sequences,4300,5200,4300,5200,computed,warn,4300,5200,4327.06,5196,4327.065,5183.4,4402.95,5195.01
Xanthomonas hortorum,qualibact-v1.0,Completeness_Specific,97,,100,100,computed,warn,97,,97.66,100,99.99065,100,97.7304,99.72
Xanthomonas hortorum,qualibact-v1.0,Contamination,,3,0.01,2,computed,warn,,3,0.01,2.7,0.01,2.101800000000001,0.8566,2.7
Xanthomonas hortorum,qualibact-v1.0,N50,16000,,18000,143438.95,computed,warn,16000,,16687.36,143438.95,16687.355,143438.95,,
Xanthomonas hortorum,qualibact-v1.0,no_of_contigs,,800,121.13,650,computed,warn,,800,121.13,796.14,121.13,796.1400000000001,,
Xanthomonas hortorum,qualibact-v1.0,longest,,,60464.08,349943.06,computed,warn,,,60464.08,349943.06,60464.075,349943.05500000005,,
Xanthomonas oryzae,qualibact-v1.0,Genome_Size,4000000,5300000,4000000,4700000,computed,error,4000000,5300000,4003660.54,5238555,4003660.54,4702285.600000001,4660811.605,5196965.41
Xanthomonas oryzae,qualibact-v1.0,GC_Content,63.12,64.26,63.38,63.86,computed,error,63.12,64.26,63.1239,64.2573,63.327304,63.872738,63.596726000000004,64.13960900000001
Xanthomonas oryzae,qualibact-v1.0,Total_Coding_Sequences,4000,5300,4000,5300,computed,error,4000,5300,4057.6,5295.8,4057.6,5295.8,4252.27,4840.92
Xanthomonas oryzae,qualibact-v1.0,Completeness_Specific,84,,86,100,computed,error,84,,84.61,100,84.6122,100,93.35215000000001,95.97515
Xanthomonas oryzae,qualibact-v1.0,Contamination,,5,0.12,2,computed,error,,5,0.12,4.47,0.12,1.727000000000001,0.17135,3.1822000000000026
Xanthomonas oryzae,qualibact-v1.0,N50,4000,,4000,30523.9,computed,error,4000,,4332.64,30523.9,4332.64,30523.900000000005,,
Xanthomonas oryzae,qualibact-v1.0,no_of_contigs,,1640,478.38,1590,computed,error,,1640,478.38,1632.7,478.38,1632.7,,
Xanthomonas oryzae,qualibact-v1.0,longest,,,28798.14,160691.56,computed,error,,,28798.14,160691.56,28798.14,160691.56,,
Xylella fastidiosa,qualibact-v1.0,Genome_Size,2400000,2900000,2400000,2700000,computed,warn,2400000,2900000,2407487.64,2896312,2407487.645,2697429.735,2439529.17,2887492.92
Xylella fastidiosa,qualibact-v1.0,GC_Content,51.46,52.82,51.46,52.53,computed,warn,51.46,52.82,51.4615,52.8133,51.4615375,52.525864,51.652917,52.80531
Xylella fastidiosa,qualibact-v1.0,Total_Coding_Sequences,2100,2900,2300,2900,computed,warn,2100,2900,2150,2868.92,2351.03,2868.9249999999997,2154.23,2802.53
Xylella fastidiosa,qualibact-v1.0,Completeness_Specific,92,,99,100,computed,warn,92,,92.79,100,99.98,100,93.0579,97.6412
Xylella fastidiosa,qualibact-v1.0,Contamination,,9,0,1,computed,warn,,9,0,8.59,0,1.007899999999998,0.05,6.648900000000005
Xylella fastidiosa,qualibact-v1.0,N50,42000,,54000,259583.25,computed,warn,42000,,42939.45,259583.25,42939.45,259583.2499999996,,
Xylella fastidiosa,qualibact-v1.0,no_of_contigs,,330,71.17,320,computed,warn,,330,71.17,323.94,71.165,323.93999999999994,,
Xylella fastidiosa,qualibact-v1.0,longest,,,118161.64,478954.52,computed,warn,,,118161.64,478954.52,118161.645,478954.52499999956,,
Yersinia enterocolitica,qualibact-v1.0,Genome_Size,4300000,5200000,4400000,5000000,computed,info,4300000,5200000,4392691,5149746,4392691,5046163.875,4516687.3,5137243.02
Yersinia enterocolitica,qualibact-v1.0,GC_Content,46.73,47.44,46.85,47.34,computed,info,46.73,47.44,46.7334,47.432,46.7333875,47.4320125,46.796208,47.298157
Yersinia enterocolitica,qualibact-v1.0,Total_Coding_Sequences,4000,5000,4000,4700,computed,info,4000,5000,4022,4903,4022,4767.75,4132.42,4885.78
Yersinia enterocolitica,qualibact-v1.0,Completeness_Specific,91,,100,100,computed,info,91,,91.5,100,100,100,91.857,99.4538
Yersinia enterocolitica,qualibact-v1.0,Contamination,,5,0,1,computed,info,,5,0,4.75,0,0.61875,0.5484,4.6954
Yersinia enterocolitica,qualibact-v1.0,N50,34000,,47000,572066.12,computed,info,34000,,34672,572066.12,34672,572066.125,,
Yersinia enterocolitica,qualibact-v1.0,no_of_contigs,,330,32,270,computed,info,,330,32,320.88,32,320.875,,
Yersinia enterocolitica,qualibact-v1.0,longest,,,122226.88,1084873.38,computed,info,,,122226.88,1084873.38,122226.875,1084873.375,,
Yersinia intermedia,qualibact-v1.0,Genome_Size,4600000,5400000,4700000,5400000,computed,error,4600000,5400000,4674537.32,5378349.75,4674537.325,5378349.75,4761028.95,4998966.35
Yersinia intermedia,qualibact-v1.0,GC_Content,47.3,47.97,47.31,47.84,computed,error,47.3,47.97,47.3065,47.9605,47.306537500000005,47.9605325,47.451795,47.827749999999995
Yersinia intermedia,qualibact-v1.0,Total_Coding_Sequences,4100,5100,4200,5100,computed,error,4100,5100,4170.7,5093.25,4170.7,5093.25,4295.65,4608.15
Yersinia intermedia,qualibact-v1.0,Completeness_Specific,98,,100,100,computed,error,98,,98.54,100,100,100,98.5445,99.69500000000001
Yersinia intermedia,qualibact-v1.0,Contamination,,3,0.01,1,computed,error,,3,0.01,2.08,0.0085,0.5545000000000001,1.0825,2.0589999999999997
Yersinia intermedia,qualibact-v1.0,N50,52000,,66000,418641.13,computed,error,52000,,52366.38,418641.13,52366.375,418641.1250000002,,
Yersinia intermedia,qualibact-v1.0,no_of_contigs,,310,45.85,220,computed,error,,310,45.85,307.68,45.85,307.67500000000007,,
Yersinia intermedia,qualibact-v1.0,longest,,,156889.9,1359168,computed,error,,,156889.9,1359168,156889.9,1359168,,
Yersinia pestis,qualibact-v1.0,Genome_Size,4400000,5000000,4400000,4900000,computed,info,4400000,5000000,4409977.08,4930959,4409977.08,4908546.34,4499862.22,4922639.01
Yersinia pestis,qualibact-v1.0,GC_Content,47.32,47.77,47.39,47.69,computed,info,47.32,47.77,47.326,47.7663,47.326016,47.766314,47.581351,47.728076
Yersinia pestis,qualibact-v1.0,Total_Coding_Sequences,3900,4600,4000,4400,computed,info,3900,4600,3938.62,4522,3938.62,4444.360000000001,4080.465,4513.11
Yersinia pestis,qualibact-v1.0,Completeness_Specific,94,,100,100,computed,info,94,,94.64,100,100,100,94.94705,99.2097
Yersinia pestis,qualibact-v1.0,Contamination,,2,0.09,1,computed,info,,2,0.09,1.95,0.0866,0.55,0.66,1.7327999999999997
Yersinia pestis,qualibact-v1.0,N50,18000,,22000,151058.68,computed,info,18000,,18099.46,151058.68,18099.46,151058.68,,
